sha256_hash,malware_family,stratum_tier
a668f6e3809fa539cc71a303f48fb168eae4589fa9c297a01cf4d8874740356c,ransomware,known
01a02648e3106a7f638bc41d184d48aed10e42193ebb11a7bf23b74cf1a96117,ransomware,known
ee46531e617d1d09599f2404dba376e779d504b5d82937e6b1b227294da612be,ransomware,known
8f6edcdb058b9695780b47cf93296b80bcc97038e5f992c3b20759978bb59a4a,ransomware,known
b22778f788d5dbe004930ace1c82df5b9f9b8e4afecbae426ed76634d840b0be,ransomware,known
2a6a902f1861b836834365e0faede2d20d1626f6e1e10c8b54b75e78e4105c64,ransomware,known
b3b12f3db2f78517224d1a5d7d9a091397835b9c8de5a875dc1bf2f5f559c12c,ransomware,known
041bba82ae70e7e5dec7c21e8edd9f51423464d2046155eae13a2f8b35c92f05,ransomware,known
9b7c4517e0e5e3a6d0eccf1ed966ec24e20f60ab3cdbe7aa88c5ed4db2ee4c08,ransomware,known
9d617a221eec0b6f8f7cb237354d3189f365c672a1c783fa33dbcdabe79bbf85,ransomware,known
3b44a74b09fa5df25e12b85ecfb7cb888d496cdf2016c912172fe706f5fb47e2,ransomware,known
d9c2f408c065f908ea6c1df2097bfe30f66e57229a67ab79d0072115ccedbf7d,ransomware,known
81c668271a795c04b3ebabeea734c20cec7482e2320fd97fb1c51ea458daa647,ransomware,known
372f683fac156d49de8fe0cc8dcbc8f405b0a2133fef41c89d13fcfc9e969dfc,ransomware,known
082dbe515cb87d8d3cff2d95482c8920017faafe7382c56f5b374c28880d9b07,ransomware,known
537141549889fa375abb04a8fa39ae1bfa97b88b5d2beaebf46f50468084a4ba,ransomware,known
f93b9ce593c18e883d682b2cba86eb02760f174416fad53fe89e04d4530ad617,ransomware,known
b5d4b3288a39a6f224312e2412846f3b4500130a6e476b569f7378f443b05d74,ransomware,known
b362eab07f67cd6bd6e9e323d13159947e6d5e2f957da34182869249ce93fc90,ransomware,known
871e271e67b5c1b35abfe0154590278aa5011c4e15a51f701275c486d6caab78,ransomware,known
13358736993c6654c0747fed9cfa055750cce7174ff5beb69614cb851a8dd08e,ransomware,known
c329a60a511e9868ab892cb10c44404a5097975f9b79f8bc7dd6bdf7700db59f,ransomware,known
d8bb339cbdbabb141ba75cfd16bf8bb5e94744ec5e9a87991934aac8238a2311,ransomware,known
9d0ffeedfec5501406644a2d674e8cdaffbda2a56e160f6a3611026c49198e2b,ransomware,known
988e2d0f4965d6a0bdce751bcc0a0aa339f5da0eecc93c637863bd5557497bad,ransomware,known
bb487233ea912063b6b309dc82acd40cc5b3ca1d8a46de94611feb5610e64c04,ransomware,known
fe274069a4aa70a10579c1bb66bd8f2092cf90eb19aa36d3169c768245952436,ransomware,known
f05f4f52fd2a05d784d46c7740aec21f22b1cb1464378f43b6422dcd734d5c57,ransomware,known
8ee76c024af3434da21d2206b875b73ed74bb92e6f80d04c0d9677dfd4783645,ransomware,known
c2b31161e49c1edbebb359df7916f3e043e8b0904fb74956784cffe9ea4f831c,ransomware,known
1dfdc88af4e919410b528b5e978c2067abbc5d72f1d4774a93c9ca0aea9b1e26,ransomware,known
c355a7f9718f08a243a9d621228d47498f3653f59c0c467787087da84fa04b8c,ransomware,known
63a7c18bab5f66df49313fc30b8085ca8a7035ddf638e7c3281c4e5ae5050662,ransomware,known
fad5edc312cec484ce184c76132d6e85dfbbeeb566060f1e9007595f3f67fbaf,ransomware,known
3c4c00dcefb56fe00a5a9b0bf6dfaee3dfa99914268ca51f2d7a5b53acc2ac77,ransomware,known
ce32127900c670261085423e27c67eff11273cb8282665aac06ea97026bda461,ransomware,known
09cbf207635da3ac4c21628fcf4c51637173569a0281a11811b46a6cfdc7cdce,ransomware,known
d132fac5edede6072e2c52c76f7342934daab50ecbfd40965a4904201071d902,ransomware,known
470d85aa42d804a2e1623bb44d29ba1ffd4bf49a41c29819ce75c87603745bb9,ransomware,known
b13fe96268d0a5c40ca4cdea1ce77983b4c772801e72bd19512b241c59fdb96c,ransomware,known
96b55f7e9c4169e59f31bff911279e4fcd62c0d9887e725f4dcb7d1f89973492,ransomware,known
024bf40f8e541c19cba856a7bfb2bf987c708384359e35fbd0e1b2842e7208a9,ransomware,known
e12bed7d02c80c7227f4f7b0ac2744aebb0bdc2f8c6bbfda96527bae50bb2f1d,ransomware,known
cfcf60c9665ea02d50c33ec613d9ed970fc6210aeb8d4319a02594571a3dd45a,ransomware,known
305f4c2e60cb2c32344e1da2d579b489686aeed787dffe79fae734544c383ecf,ransomware,known
438722989e56313bcbded8df0128eaf48289ba46fc3fadcca76dfc71cdcfffbf,ransomware,known
43931da708d4bdaf493d064654d5c0506074a300930494b23af8038d46ea46db,ransomware,known
0eab91fb73013b1e2d5e0f1c8e44a557b3a877919ccdc524b8d5ec12f020a04b,ransomware,known
e60cb4f3e4cd0b3537430981cba058382011c0ff2d63871137be4b5f78f521a6,ransomware,known
82a744701460c36fbb16e978e0ee6a2fc5d80cdbb4b35e2681769818d01df325,ransomware,known
ac473c5438ef1a15f33fd3730b7373fbd8c8858dd0836cd3085a67c1c66e86a4,ransomware,known
79cc2d8fbf8f407ff86a510f6fe10f006e6494b5b0a63cb61c9aa79318fb5470,ransomware,known
e9783bc4d4af8e6e5242bb441ebbed306df05732b7e0278613165c77bd355c43,ransomware,known
f14db57ff1e2f7133292905d9de2f1e504f48671afc924cc913d920cc56a2467,ransomware,known
80aa72bbdbbbf5ebcf77a044b1d6729a243182fe18490ae7b614c71472757758,ransomware,known
eb05dfac9b30fc09d49eacaf3970d1cfb83adf1ed7b1c38d17aa5e89bd854d23,ransomware,known
9033a521244b06bf0bb049cfa2d71cb270b2d4fcf4f64373aa484610b6906b4e,ransomware,known
ce32a7b0ec0dc7833bcb87979d0ea42f650e9ee60a2190bb798af3f6ec05f6ee,ransomware,known
0b9e14d4a41641c0dc7651f26c0aebc8b4430dd95bef2af2839879d94f9b796f,ransomware,known
3e551e3c290d5ca78eb811f12a0bd250447c11bdfe74ea033c79df3413fc6f12,ransomware,known
02ba1c732bc2e8a8665b2f820c40c9987592a99e88f584b84d1374b04c0e8aa9,ransomware,known
31c669f1f54f73f3f70b6e797ed2461393b2179b3b409dee34426fc2e2c7fe3e,ransomware,known
2c2f06fc1fa6fc499d3679138076bc34d9fc122e0107c1845a95f746f412f146,ransomware,known
3780778fe377fe39f7564ecbae338ffcffdc9600f06340be371c9c031ee063a1,ransomware,known
a2c2d15e1e251b2f93b892e3671eb2897ba2cee9e5b91edfa4e37af8d3b50dbf,ransomware,known
a4dc4ec0e416725748ff04b3d9b66dbe5eb5e64bf0c4398ee4a9cb54092961a7,ransomware,known
34cf5e459b909bd54fb39b5873c35e784dffeb40f75fd01d85098ce498bb965e,ransomware,known
374554e301916fbc675ebb89a4b1d81780cefd87e40e686ad257c7883ec1b430,ransomware,known
014aaa9e3f60cb3983a00cf98eab0682b90ad8dff2d214d5516d1a86a48dcce1,ransomware,known
360a02013859f7a1270d6d18d315d2707c91f730f69abedae18bde00a951afd6,ransomware,known
a9b4bf25980cde8e330e35a7a2cc5f9888778f87a24bfb25523267211e577354,ransomware,known
35d08cc50120eb0ad39c993780348fc477519d085345000909cb61605c879ba3,ransomware,known
39c2c1a4b422e14e69e5f08c538d9414ebe761fa47c577b9986a9747a2dcac11,ransomware,known
83318d4d0860cbb2611e54118af31ed94d7c55abd17b873f29949cc7a4c8f7c8,ransomware,known
0ce847699553fb1824a8a419b9a772659be82faef9f7a1ea902a6d8047186abd,ransomware,known
ae05083417aa19a6c0fb0b0b54943436ffb74bd84434ca5e91155049ef4b30df,ransomware,known
9a32e579a3a75ac6b1c3e417a9814c18817e98b96b21dad0874d48820bf45882,ransomware,known
6f3e52be716efabac70f60be20f9d8989dedfee9e82527437fcfb6a28030336e,ransomware,known
8a9a37379b8d01ebe300de5346e4ba134edc24c59f88aa55df9013c5899d0d8d,ransomware,known
7a7ce1b67382167a90fb19b02fd8ca359c6aee20d2f9af024fe51b32bfe08a4b,ransomware,known
28bc40b64cccc07fec8cad306c82e051420e5c99315e7af521597324a8100a4b,ransomware,known
04d20c27124b24d39646ab4f5a8ec194b3944ee75211da9707520ea5f53715db,ransomware,known
261bbc34daa050e60e474e38e6cbb18e36619845aa54ac1dbbea3a9ccb8c5762,ransomware,known
5e089f4a7ec026f379afe10ac821a8e12ca2c85a36d9b9676bf8735f9181ebc3,ransomware,known
d553dc9807594343ccab1484368dc5d2c103a47a4d7048e388e00a356ac2416d,ransomware,known
1766b5e8f0adf1328aebee68cd1d4923c5dcd4d67b34368e92591527b65e93cc,ransomware,known
f281cdfb5da885b69df53db864cfdebe7a93d5f2489ae961f8d491a73691265b,ransomware,known
30ea25ae7a9c7c068121368b5c7b41aad6f2e6bbe300b3b50656b7eb7bb400bd,ransomware,known
b4ab51e5dd590d5b71d341b3f672e161406959924504636db62f56b20bff61f5,ransomware,known
137dcdbfcf791a55c45fcf1c36d1662e2320e1352f4e811f389ab1cf19b6af04,ransomware,known
8070f4c6602cb0e13d1317b21a52314ae5bf31f10b1d4449825259b5db09b935,ransomware,known
5339bd5437d50203d1e306dc1c9d79359a306e1fcef6b58b583795d188346f53,ransomware,known
208ca8d7716ffaf6a1951c8e2bcf55bb40f2bcfca016f4a9ddf2aade60249077,ransomware,known
66cc35aca504a93d04e0a9e15a02364da4418ee3e93bb4b006750e4fc460dcc3,ransomware,known
22b4d632433288db5753880e3e56db788739430a6e76fd93453a79014b773d74,ransomware,known
d7c3b4c2d23dce84f9ce28d18d460568259a911a61fb20f544814ae40215de26,ransomware,known
fea3001b2393d7cd5a323758faa2119d548f249af8c6ba63730af35a56d4b3f6,ransomware,known
8c49f5406788bc0b54c176ea239e18c18ffef3f68268302f7806278a078240e6,ransomware,known
c9e27a467846ea22a81a73ee908df2fa8676164d5a4cb7afc0e91652e6dd0c43,ransomware,known
510da808920dd2b5d5969d1bae461a93def2466d552d35f403c8b0b9407cae85,ransomware,known
73d14bebd94f37bb0254a135329130b9f97aa6131512f4a79955913c7e3ec384,ransomware,known
3fbe3d358660e59acd21db27144c03c372868011466b54c0c23260c3691d73d9,ransomware,known
23aac9e293a5aa9dbda9947704327d1e02f9c4cdcc509b24ce632dddf71d5d8f,ransomware,known
170aa8dd7ddd8eb8058a560e65fdb55fee71634362116314b0b977dbdb53d0f1,ransomware,known
868073926792c67dd1b8cf5251eb758e89944c67864b138f85b507647fd677ea,ransomware,known
69db3c30681237e6b0eba364a63c6c0d59441bf23503bbd782912efdb2bf90f4,ransomware,known
9d8b1ea32589bd2ee01e563249f0623ebb957836f9eab979b7e0e1a19c58efdb,ransomware,known
b2c57ca8b10f437deef1319135f86ca38d2bafc76c95e1561e9d31a9a84f9ffd,ransomware,known
3a35c2a38218070b039b8451f19eb18c09327b2ff6969b7291c26ffd2b60b50c,ransomware,known
957afbab2ce1d4e031df9f34141d53d0293288157112bd1f102436337ccac4df,ransomware,known
c621695b9a578ac20788b3b11cd3ed0c98368362f0b31bd1598553ecd59e3c4a,ransomware,known
b4ea26dff7777a208992ae4cd969b030deb7515909d03dbd07c0e9bfa314c9a2,ransomware,known
82c239fd8c1bc4d5767c0e86e9659f1fddc311e3439b9fdd1664a373a0d111bc,ransomware,known
2f86631cf1bbc562fd92a2d0aa59e1ff72de015bc5d53ffc28fe62755343b9cd,ransomware,known
6b2b902d92f3c30df32a57a8e60c0291cf20d4efed15b8af3b10e87f509280b2,ransomware,known
e3bcfa6d5cf171249d5ac1dc7a0d9bb96409eeacfe07e0fe200cc80259cb32e8,ransomware,known
ab669feae402a66e9a14e9cd27bb2f2ab705946ab51f972cd027e8b6222226e6,ransomware,known
13964b9efc30570e77589f07c5be6ca2f8806cfd0a25abaafe1d752b2804935a,ransomware,known
05358be1293ecb2948f08d6482eb7b1e31a682c68b505daa7f5231f16fd758aa,ransomware,known
69222c35191bc2ff1fa97ea824553c8e2be4871100eaee6dc512cd58633c6314,ransomware,known
e5370105a6e4712cc258126995a96a6f879193b3c8de2bb1bd6b649bb33e9885,ransomware,known
0175fc34f6abaf9981ed5454a9265c3705195c845875b58c3138383edc9e71af,ransomware,known
294f37657aadf49467eddcc92694c6883887d1ab7ef54f1cacb6dfe1ff506c9c,ransomware,known
b9b3a4d44e0b7f7ea8ac7f113105d4bbf72bbb362bdbd91cef27aebcd1975f8c,ransomware,known
ee0f8e1c290040f95d6eb6e997005aa5314f5cf21cc4ba2a29b4b40b954a9ae1,ransomware,known
07c231ad219002a9e1b650508580eca50c5b7bb5819744185cc33da9bfe063ed,ransomware,known
2a2171b8c925faae851e42b5beb5cfed0d0c1a0b0ea6e210c4766b7b501aa894,ransomware,known
27e676fe11801c670c1f0c79057f095616bffdd9d6a557c1ffc2c7b2db74b339,ransomware,known
6446eb07250eec92255b248eeb8a348c7220a4bdc5193a4108995a186cc4d121,ransomware,known
c92644591ba792a1de42d5b0e1c0283d5c33f2494d920f7ee4835bca3499f99a,ransomware,known
adb624ede7c12809361f37872208b5edfd534c645c22d12a12882e7a0f3c7484,ransomware,known
abe680567c092be19951b26f5ccfc57ee15f2248434fc7c4d5a0b66a25306a6a,ransomware,known
ef9b4a63551d1cd05d4c9cc9e910885ac6ed0d629718dd5db51ddfe001d97f45,ransomware,known
5ee5311f495b943a4e80b27917aa3fc62a98774bf413e5029638cdedc26980ec,ransomware,known
404122cd4cf4567fe9f94e556c03082f8a971147488f063418fb7e6189dae959,ransomware,known
568f0b6597228cef51786c27bf6f4e636257fb47db0a8c75a435aaf9feeaa257,ransomware,known
0181c37b341e6446397ea8bc81dd715e6a8f28da3e78c1aff06e07b1e73106d2,ransomware,known
eebaadf7ec84b50b4cd47cac65d025c247a8ca26c84fa6bfa0823eff415c31af,ransomware,known
f1dc55e7c4f13316c3e165f928fa293696f1a6e444bb2e9d8211ab3c2125b33c,ransomware,known
47996df1adb2a6be4610e32746d6a7e79aba17601924798b56f222f8e569c397,ransomware,known
22e57f52f0505cd8ba12500850caab8cda207da5516017856fd29810b15a7967,ransomware,known
dc9c977787d4e549ee0b519a64f68a8f6cdad9d46baaa4a1bc6f596c05cde8a6,ransomware,known
7e8446069f652a5ef9b7a1b2d0ca1d692436518a8ac3580b8eaa13490a55d2b1,ransomware,known
efcd1ebb64a001a2f30f57eaa4878e6322e4984c492107cef9fdc402a18fd9c3,ransomware,known
d3232909a2d569fac69ad7cdd11ca60589c16cf9f2c2f7bff167348607ae0623,ransomware,known
febb01878f16a769021c235ca2c28946873035578dbeb79f8d190876f46c6954,ransomware,known
85b8d01561a9c7967451af46fa1f333fb179b79c73a2d3b901633d8bccc364f0,ransomware,known
16ab34f71283cde9a2f6e7b462a5689ce8545dddf3fa9b4d60918a6d5b5dbecb,ransomware,known
b0ffd8e93f0dda624175b8eda4de3876200346f5a458a7f9a333691534178878,ransomware,known
debb48f07c4aaeae9b78c7b28a3dd325116c10b79aea58d3bf9959724c137d0d,ransomware,known
a3ffc6db1be13908b4a9a932c2295cdf1911665f1a615d9b02c7040c49f43c8f,ransomware,known
c23d1965101db5951ddf4cd62bd800dc826a4cd2b71a9987146f4960469d3f22,ransomware,known
e1f6ced2f55c867802e7849d4b12389f6bc8ae69fb0b8b596abd3b014d162cfc,ransomware,known
1f3cefafa8560efeb0a8829448eee63494edfbc1af59fc31db487cdf6061b242,ransomware,known
793d3c4524a2d11b3cdbf65f0ae2d82ef491912979798e58adf6d73a47e32b40,ransomware,known
3d3b787312789b53acdfdc532634cb5e2344b1d5b621cf8cd906a8587d693ea3,ransomware,known
87719c3e0b638f1f05551eea280d5014ad0c06da4d67468e33af6c419ecb6bb7,ransomware,known
541ea6623e3d13fae389489cbbfb8629f1080d5f66a60b5c9a96006b8d37418c,ransomware,known
e26ff9f032eb0dbb3e309cb0b405b22597fe5e0e42dd86cdeff5fcec9c065b5d,ransomware,known
3d56f716e872b4a5387b3e4431968aee15971f8128bf360a208510ffc6760045,ransomware,moderate
417ae62fdfbe2ee33735c0959f66c9f8efa35c0cb23b7b50b9f150d00af65d7d,ransomware,moderate
0ea3f155fc533baeed9ae1b369ecc5e3301e12c81e87fced84eaa295804666b2,ransomware,moderate
75c55745a33e5acceaa6bd4f2518e4e138ac982a24481bfecfa47923fecf2769,ransomware,moderate
3652bb5ca27200f36172e0e40cd751c1dcdc4058d9a9458823d38cf7c2397609,ransomware,moderate
4d51781ba7794a1015d31bf06291003dadd1be0242db87b54a168c210e818b32,ransomware,moderate
23f3e4a35f9bb2d201fd2a0bc8f076ddb2b9c4eb34566d2f09e2176f54643a85,ransomware,moderate
632682a3a13078d7a72fc6893a4383ac96ddad48b44b6109558d65c888b7c0db,ransomware,moderate
24603e78ec68d9847cd69ddaf460ba4ab8e1296dd352fe78eb002bff0e9d9903,ransomware,moderate
3c00e1a0c3193f6d6769680d5bd9f18bdfbb6263d20b808f7305767705a2cd9a,ransomware,moderate
746b6d94618407123d6e2d6bc05cd990bc6b5ec7ece446543599597681d565d4,ransomware,moderate
02356e8dba7a548e7f832558bc95eaad210583712e9682a03c43c6373834fdb2,ransomware,moderate
e4b3a4e3fffdb29368833bbcb06e65e3a094254d1ef2fe2d6bac9873c78392cf,ransomware,moderate
66b6bc14d0940516c4ea8b98b3995aeb9b71df6d0351e5faedc3d9ed6b717086,ransomware,moderate
df12846a810c9a33b791934eeea7e92078f7fdb29ad5ffb575838667e8d88ed7,ransomware,moderate
6d0fc918a999ce4c7910008f36d91e23ca859132da39a5e59cc28305119dde2f,ransomware,moderate
9a0c8c38c82b15406642d286e766350bc6899d540f12a32374826cf3073250ac,ransomware,moderate
ba097a3b6ac870cc3e9117028210812b64028404d6df0a3459eb57a8f407f0b5,ransomware,moderate
61d6f6b145bc3096d74020c92cd79ea7ac862f6999e68f140963ccbe2c619e20,ransomware,moderate
569123829cdc9daa36f43b69af4620d26db9cf50f3adcd7da244b10b20fedb25,ransomware,moderate
39018a4120379717cef753870d1f160f7e74fcebefc20de1938668aea7d01eb3,ransomware,moderate
4e7db3bc6e35e464a58b09725c04fa64861971e6bdf14c4e20315bcfb1a9552b,ransomware,moderate
f56dd775c12bde8bae801c8069e6991f967c00966b6c4b4c84ed554839b14fca,ransomware,moderate
9ae02a28e7322b5a8cf1e959216a0e4c0ec24c9a4433f0edf0e1cf124917e916,ransomware,moderate
6bb1297a497720654d0d8495d1726aebddd86646c58606c307dfabac560bda71,ransomware,moderate
072ff1ecd6036b330e0aa2e2216c06a809ba95525719aa4ec988fce65b724584,ransomware,moderate
f121f7fbe61370106f407293a9f18527766f8f8178100b75693ebc820ac46104,ransomware,moderate
39a68c6ebda3578ae5c9859d3221df3fbfeb1a5db7428799933903740a1ed4ab,ransomware,moderate
eeea8532c5c8c2f1490dfb0c5b0d3e0d5540123c244b3c4782c8e803dd2d46ac,ransomware,moderate
a369df2604cf6dbd0aaa6264ac635105437878e79317cddb19c23dd6881d76a4,ransomware,moderate
bea7e1285e1b80ffbcfe60f89597d9d0e2c0dd2619e5ad46de1c4fb77c93d71e,ransomware,moderate
5ffb064fdbf3919aafab66d8cc5e85878fadd987920ad45985a80e323db9a33a,ransomware,moderate
23301d5910ea8d55d5b8bdb673347354b1e1bd8bf7e4e5826c8021f7da86909d,ransomware,moderate
cab96a7ecd92cbf8d03097b8fca730a7f135fac1f9891e453543030644b861f3,ransomware,moderate
e5b913efc08d674c1c76bd4fbc20fb1c485ae439542f23aad600c213fe3a4a6d,ransomware,moderate
d0ced41c8c94bcf0a46b81974a96beb8bb97d0cdd1f6be2ddb2de491834b8a3a,ransomware,moderate
93c34c078d843d85b1bcefccc2c0fbc2ea41fdaaca81c108cd0114900c2c8bf8,ransomware,moderate
a44bf396fca7fd26f266b148031c7bc38f07a99cf5625c3db12e8851460fc24b,ransomware,moderate
c02174025addd72bceb795a3eda62270d215bf80576b035ec267658b8473b4a5,ransomware,moderate
7d5f98fcd40501b9340aedc7fbef5af609cd00e38e5c5ec0331890d456768938,ransomware,moderate
17ac6e00abd9fe0fdcd9caeab14222a12595bd515ce059a74c3ddd06ab9bb4ce,ransomware,moderate
2fab1f82902811151e771f8cf8f9a9a7e98bd18c0347a27d36c39f618dc4063d,ransomware,moderate
9b49f5787c95fb7a012aa1a9795bcb37365e83dbffc250f4ba443e3b92d70d9e,ransomware,moderate
ed9bd4932f59190affff02385bcbc3f14e681c7926e2b080c472ff995cd15a58,ransomware,moderate
581769fb013fd7b9282b17fd14745127132768aab3398e429c275bdc61d90113,ransomware,moderate
a500b0140d27c28ae4ff9b2daf6739326cda6fb785530a59c78de5373d817bf8,ransomware,moderate
de380fd6fac455e3e56c439dc94a494e370b45505599e86787c1bd175b19b6cd,ransomware,moderate
d10914a48b9e61c50e427185b6617789b8b0882c43ef35fa94740e60c6f8d350,ransomware,moderate
787197bb382f20fa3d8cf4ee9f72bf7398ed22951617884a597d34d748eadfde,ransomware,moderate
2a917afc3175b87abc7e14caf8be4c5eb6ff5899deaf608fa7c311a6785ea91c,ransomware,moderate
2203d58775d87421dc43bde7e3164a2b8b1175a96a8ac5c1c924f79c03bd2423,ransomware,moderate
4d2d68cdb13ecbee591cba4fa400208464c438d74f83ecc5405ddae34c9207c9,ransomware,moderate
6b56410c14ace97a21cc6e868ccbd1e65bcb98eb87553d47a009b4fdd0c51a09,ransomware,moderate
4105c84756c21765ecdc1df128b5ec45a4402f25faf87baadaa7f022f03ed153,ransomware,moderate
56c004c4b7e3f0528877531c923e4359962ae556152ee99f15e08f18062e7298,ransomware,moderate
3a7f1d2fcec58b25731e2ca006e65db27998ec9c63bc21e95857e098f4dc7e90,ransomware,moderate
1ff097e34a0e79c44f1d87dfcccd439d8b8ce2a455bbbca42cb990c63bb2961b,ransomware,moderate
a60488889ca8eda53ed459dc62389614eb9d08e7da3ecfa1ea18222894ec0303,ransomware,moderate
6ee70462dfb2d68ee8fffbbf4d862453c49ff450705801304eb1fb7974e9fc17,ransomware,moderate
54f1ee37f95ffb67c605b2eefcf00d197b74faba766549db27b300736a17f195,ransomware,moderate
4b1424bf54c793d496b0621288399d9c4ccfe7df25fbca5616f075d538469512,ransomware,moderate
6548f03a70816600db9de21be8c74d5905777581dc6cf8a1bb7c6f3758805c6b,ransomware,moderate
bf9a0f6a7d5e1dd072049e805e916728f9b29cd1c90e29ecd3a5fdfdb7088aaa,ransomware,moderate
909cdf026b9b07f39497c43b55e4a48fcfd69ece72fb1e18c5ae7cd480846eb4,worms,known
f2cd46a9a3c68d3b19a2cd2d7578646c7331ddcbf77c93ee883393f396f4fdd6,worms,known
4cd5b43808ce46aed4e42f58bdba81544f5241732d3a1316bf78ccc508c7644c,worms,known
934d79198ef1890503f9fa43a1c4bceba22c4bf92b10d58785205d644e6ae6c8,worms,known
bb7355104bebd907bc372bb9afa1cb1f41046582a731b7312ea0d149146e188b,worms,known
38316f8d0866dabb7ba7e006373a492285829478efffe985a296567ffa54d8fa,worms,known
823bbf722a8cf643b30a60f926ced8326eb8747538fd2350ec6a645ddd895907,worms,known
54a6104a6506266fef977fd332668ffbc3a2640e1d456ba79124dc4e5421d544,worms,known
6e54d56e6cadc786f9c61631dca28ef103b80fb4db58a85d280eb506f58656e2,worms,known
84d19a3f857edce56f76c0790d08fbdfee1c8cb90dad21a5991c77b4fbeaaaf0,worms,known
0619a4838550b97119505c3cc3b485db8edf14da93534dccc3e422c2c3df500a,worms,known
93972b7554fee71d67d58702672718333e60a26453a0e5e8d210d1bf74db0f92,worms,known
7252220f2cf22692129c1a359681dd383a9dfbb3f539155284fcbc9b0a7ea9c1,worms,known
b839ad2b465c73ae94a5d7377b089000e6003e34ccd551729e990901ff40053a,worms,known
25aae91d52f18351743f5d5158be5bf23b8706ab15346a2be7ff4e7426a46abe,worms,known
64ae6ca3da9f0a0aad176336788414204c9be66c06e6ceaccec9370768b7e76b,worms,known
ab560b1c242fb441f1f6926966d74f5cd63a41bc248e52a6762b65506ecb15c2,worms,known
a7f862b952b67b212f95c4e0aa65b3cb79dcf298fd9089d15a93c0e7aed46b3c,worms,known
c3b8b091bdf78be9959902ce9d4f1883a7a119a5fd3b63f889cd1e0260d97f3e,worms,known
981b4d55060db9cbff075846bce6900e74416b45e00d4d321c5d3bc14c57f3b3,worms,known
490b5a524c7e620adf235ef53aaa7d306432ca52b26d7a7b9520f1b2313e28f2,worms,known
1a2088480e6795f3ffd28a283b83f81c59b8936df942e4fade5311728223e8d6,worms,known
395a7dbcbf81a908b9254d53f4bf25738f5ec3c240bd6df794599bd3e519e845,worms,known
c2f31863a684d0397417b0f969e3c8d181342c2dd01e72ef3ea586e4151cb863,worms,known
f8561333c1b126dfd63807887a599a2d1297c29536fe26b9fac54b8e66998a5d,worms,known
b9593fcba9119e11a4c60c139d91f9ee231056259126735d689c2838015d767e,worms,known
b3718957a4acf46c5eac396e2142f6504d403b9c8dd6bdba427ed257cfba69aa,worms,known
9ab7e5c974a1b83972d87ff09cdb7e550b68f8ea696f9f9b2422f22b4c5a3489,worms,known
e1ba7c8be7fe4b306fd76de79f2b8f124ffd378d0d2fa11989f463ff923099a7,worms,known
ceeb42aa15e890dd6946bad02108d7ecc915cb4dc24e1a5d2cfe918299bca25c,worms,known
31d6994d3a71ad88409bf45debd8114955ddc612350f28e86223684f2f06056a,worms,known
180d1f55e3d8e87954e7d28b82f103651ee15f157091fbd42159b32c35fe27e3,worms,known
31669c494b7f28ff20ebca40a59c711c034f98250befce2ef6ad656335b2a5b0,worms,known
472a269d2f19608b99fd020651fedc7c9b0f98409a321b7604ade0c49c4f602b,worms,known
29859d852b51cd84a7df104bbe119f46341d2ddd6a771a55a73049908eb1b3c2,worms,known
ef8d3b2990b50d6ff310afadd5d18c90631a5e2f657b1d7e7ebe44637888a1a9,worms,known
75611bcbf722486af12d49c3aacbbfe32c648636e626d4f3d94b99a1f90c9d3b,worms,known
77cc7290a517da91d83b81619e78805dc980cc07f835b486f2c50376f6611dac,worms,known
c5b85f78421ba9237838840b46148043b98ac2d55b8fcc4971b56138bf920e36,worms,known
b6cea7dafcbd762fc688dcc7cc2b2f06af2ca2ee20417500dc9c48647ad9e02a,worms,known
07e265d801b3240df3a01083fb79a7f953fbf1587c86ffdc61e508c04f9e5ad4,worms,known
513ff1e445b4eb70501390982381ef07d57d01724a95984d501c40bfd6ffc454,worms,known
e1c8a0fd70580add0e2d8a3a332316cedae4d5303c316b77def862b9bc535b12,worms,known
a8e9c2b7f1d0765ca9b92798818a23a54b6da3e39d423d03cbd8fa4849739843,worms,known
cb8cb624572f7d64a5c8504146a0becc63ea3389f18e123e3b613d6f4687725f,worms,known
48fc114574789cc7d32a5b7fbc972fdaacf10ae7b32bfdb1d06d47a727fe60d6,worms,known
b94c73a61be2974e006681c85773b6d749a9fb8ee93ad10be5c1cd325ad71ff2,worms,known
4443c717c726cb36d7eb2e751b7753d5c8dad14bf5ced8835bf566ab1dec9da3,worms,known
d026635e430268871438d9f340aeb0931ee8f6386bf3c294ab189ad9067728d2,worms,known
183fe1fdb697eaa5ba0764d2620cb3527a45b7f5058d04fd29bf06f50ca936c8,worms,known
5c407c4822947744b1ac63076b60fe6b4f45b1be2268a0f745afd008e1528cf2,worms,known
cf806ffcab579885747ae64bb2c5a25b7d547428eacc579d4a4b309be8959f70,worms,known
63bed62a10e42bb421b7432df57d312a90e6ca371246531a2d3de0b91d922745,worms,known
823dd5cdab930196eef8ebf73b88c22c9646e4b90813d70aafc880852c9801d9,worms,known
b03b098096ac55839ee20078b4a90ee0be3fd162dc54e8d6f0cb331fb010521b,worms,known
796c2515a197c511de9b5fc86bbcf6eb20ffe8a0261cf30d19e3f546975a6111,worms,known
ab45e0d52d44423d702bbfc9227afe0367766e28774aaec1eced8ebaabeb77d1,worms,known
d269e0cb61a0e34746ff4b2cdd7029d79d0e4f4382011e4e72e4f110096aa78c,worms,known
